"","Active","Facility","Segment","ActiveCount","ProductCount","FacilitySegmentCount","SegmentCount","ProducedByCP","City","State","lon","lat","InitialRegistration","FacilitySqFt","Employees","Services","EstSales","EstFacilitySize"
"2283","Ephedrine Sulfate","US Compounding, Inc.","PlasticSurgery",21,87,16,475,"Y","Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"2284","Glycopyrrolate","US Compounding, Inc.","PlasticSurgery",19,87,16,475,NA,"Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"2285","Promethazine Hydrochloride","US Compounding, Inc.","PlasticSurgery",3,87,16,475,NA,"Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"2286","Succinylcholine Chloride","US Compounding, Inc.","PlasticSurgery",18,87,16,475,NA,"Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"2287","Tetracaine Hydrochloride","US Compounding, Inc.","PlasticSurgery",7,87,16,475,"Y","Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"2288","Ketamine Hydrochloride","ASP Cares","PlasticSurgery",14,66,5,475,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"2289","Tetracaine Hydrochloride","ASP Cares","PlasticSurgery",7,66,5,475,"Y","San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"2290","Ephedrine Sulfate","BayCare Central Pharmacy","PlasticSurgery",21,14,3,475,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2291","Ephedrine Sulfate","Complete Pharmacy and Medical Solutions","PlasticSurgery",21,78,8,475,"Y","Miami Lakes","FL",-80.3086619,25.9087056,2014-06-06,"1500",10,"Compounding",1130000,"Small"
"2292","Epinephrine","Complete Pharmacy and Medical Solutions","PlasticSurgery",15,78,8,475,"Y","Miami Lakes","FL",-80.3086619,25.9087056,2014-06-06,"1500",10,"Compounding",1130000,"Small"
"2293","Fentanyl Citrate","Exela Pharma Sciences, LLC.","PlasticSurgery",20,9,3,475,NA,"Lenoir","NC",-97.7558701,30.2469938,2014-06-06,"NA",35,"Compounding",20360000,"Large"
"2294","Midazolam Hydrochloride","Exela Pharma Sciences, LLC.","PlasticSurgery",7,9,3,475,NA,"Lenoir","NC",-97.7558701,30.2469938,2014-06-06,"NA",35,"Compounding",20360000,"Large"
"2295","Norepinephrine Bitartrate","Exela Pharma Sciences, LLC.","PlasticSurgery",14,9,3,475,NA,"Lenoir","NC",-97.7558701,30.2469938,2014-06-06,"NA",35,"Compounding",20360000,"Large"
"2296","Atropine Sulfate","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","PlasticSurgery",14,57,14,475,NA,"Wichita","KS",-97.330053,37.6871761,2015-10-02,"50000",40,"Compounding, Speciality formulations",14410000,"Medium"
"2297","Hydromorphone Hydrochloride","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","PlasticSurgery",18,57,14,475,NA,"Wichita","KS",-97.330053,37.6871761,2015-10-02,"50000",40,"Compounding, Speciality formulations",14410000,"Medium"
"2298","Trisodium Citrate Dihydrate; Gentamicin Sulfate","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","PlasticSurgery",2,57,14,475,NA,"Wichita","KS",-97.330053,37.6871761,2015-10-02,"50000",40,"Compounding, Speciality formulations",14410000,"Medium"
"2299","Ondansetron Hydrochloride; Ketamine Hydrochloride; Midazolam","Imprimis NJOF, LLC","PlasticSurgery",1,29,4,475,NA,"Ledgewood","NJ",-82.517773,35.570635,2016-11-12,"NA",5,"Compounding",411596,"Small"
"2300","Fentanyl Citrate; Bupivacaine Hydrochloride","Nephron Sterile Compounding Center, LLC","PlasticSurgery",5,93,24,475,NA,"West Columbia","SC",-81.0739825,33.9934867,2014-07-15,"NA",5,"Compounding",618285,"Small"
"2301","Norepinephrine","Nephron Sterile Compounding Center, LLC","PlasticSurgery",3,93,24,475,NA,"West Columbia","SC",-81.0739825,33.9934867,2014-07-15,"NA",5,"Compounding",618285,"Small"
"2302","Epinephrine","New England Life Care LLC dba Advanced Compounding Solutions","PlasticSurgery",15,55,14,475,"Y","Woburn","MA",-71.1522765,42.4792618,2017-03-02,"NA",3,"Compounding",92720000,"Large"
"2303","Epinephrine","QuVa Pharma, Inc.","PlasticSurgery",15,85,22,475,"Y","Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2304","Fentanyl Citrate; Bupivacaine Hydrochloride","QuVa Pharma, Inc.","PlasticSurgery",5,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2305","Procaine Hydrochloride","RAM Pharma, Inc.","PlasticSurgery",4,64,13,475,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"2306","Atropine Sulfate","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","PlasticSurgery",14,31,6,475,NA,"Irving","TX",-96.9488945,32.8140177,2019-07-03,"10000",13,"Compounding",2190000,"Small"
"2307","Isopropyl Alcohol","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","PlasticSurgery",5,31,6,475,NA,"Irving","TX",-96.9488945,32.8140177,2019-07-03,"10000",13,"Compounding",2190000,"Small"
"2308","Ketamine Hydrochloride","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","PlasticSurgery",14,31,6,475,NA,"Irving","TX",-96.9488945,32.8140177,2019-07-03,"10000",13,"Compounding",2190000,"Small"
"2309","Midazolam","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","PlasticSurgery",9,31,6,475,NA,"Irving","TX",-96.9488945,32.8140177,2019-07-03,"10000",13,"Compounding",2190000,"Small"
"2310","Diltiazem Hydrochloride","SterRx","PlasticSurgery",12,20,5,475,NA,"Plattsburg","NY",-94.4480059,39.5655549,2015-05-29,"NA",32,"Compounding",11040000,"Medium"
"2311","Epinephrine","SterRx","PlasticSurgery",15,20,5,475,"Y","Plattsburg","NY",-94.4480059,39.5655549,2015-05-29,"NA",32,"Compounding",11040000,"Medium"
"2312","Fentanyl Citrate","Apollo Care, LLC","PlasticSurgery",20,14,3,475,NA,"Columbia","MO",38.9322571333382,-92.334280722077,2017-09-14,"1500",5,"Compounding",660577,"Small"
"2313","Naloxone Hydrochloride","ASP Cares","PlasticSurgery",1,66,5,475,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"2314","Succinylcholine Chloride","BayCare Central Pharmacy","PlasticSurgery",18,14,3,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2315","Isopropyl Alcohol","Brookfield Medical Surgical Supply","PlasticSurgery",5,12,1,475,NA,"Brookfield","CT",-88.1064787,43.0605671,2015-01-12,"NA",10,"Compounding",982304,"Small"
"2316","Dexmedetomidine Hydrochloride","Denver Solutions, LLC dba Leiters Health","PlasticSurgery",3,65,16,475,NA,"Englewood","CO",-104.9877597,39.6477653,2017-03-24,"60000",8,"Compounding, Repackaging",2470000,"Medium"
"2317","Ketamine Hydrochloride","Denver Solutions, LLC dba Leiters Health","PlasticSurgery",14,65,16,475,NA,"Englewood","CO",-104.9877597,39.6477653,2017-03-24,"60000",8,"Compounding, Repackaging",2470000,"Medium"
"2318","Norepinephrine Bitartrate","Edge Pharmacy Services LLC","PlasticSurgery",14,106,22,475,NA,"Colchester","VT",0.891874,51.895927,2014-01-21,"5000",22,"Compounding, Hazardous, Clinical Trials, Training",7200000,"Medium"
"2319","Fentanyl Citrate","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","PlasticSurgery",20,57,14,475,NA,"Wichita","KS",-97.330053,37.6871761,2015-10-02,"50000",40,"Compounding, Speciality formulations",14410000,"Medium"
"2320","Methadone Hydrochloride","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","PlasticSurgery",7,57,14,475,NA,"Wichita","KS",-97.330053,37.6871761,2015-10-02,"50000",40,"Compounding, Speciality formulations",14410000,"Medium"
"2321","Midazolam","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","PlasticSurgery",9,57,14,475,NA,"Wichita","KS",-97.330053,37.6871761,2015-10-02,"50000",40,"Compounding, Speciality formulations",14410000,"Medium"
"2322","Fentanyl Citrate","KRS Global Biotechnology, Inc.","PlasticSurgery",20,87,17,475,NA,"Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"2323","Isopropyl Alcohol","KRS Global Biotechnology, Inc.","PlasticSurgery",5,87,17,475,NA,"Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"2324","Isoproterenol Hydrochloride","KRS Global Biotechnology, Inc.","PlasticSurgery",6,87,17,475,NA,"Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"2325","Ketamine","KRS Global Biotechnology, Inc.","PlasticSurgery",4,87,17,475,NA,"Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"2326","Labetalol Hydrochloride","KRS Global Biotechnology, Inc.","PlasticSurgery",12,87,17,475,"Y","Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"2327","Lidocaine Hydrochloride; Hyaluronidase","KRS Global Biotechnology, Inc.","PlasticSurgery",2,87,17,475,NA,"Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"2328","Norepinephrine","KRS Global Biotechnology, Inc.","PlasticSurgery",3,87,17,475,NA,"Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"2329","Rocuronium Bromide","KRS Global Biotechnology, Inc.","PlasticSurgery",13,87,17,475,NA,"Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"2330","Succinylcholine Chloride","KRS Global Biotechnology, Inc.","PlasticSurgery",18,87,17,475,NA,"Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"2331","Atropine Sulfate","MedisourceRx","PlasticSurgery",14,6,1,475,NA,"Los Alamitos","CA",-118.0718894,33.8032009,2017-02-14,"NA",5,"Compounding",707385,"Small"
"2332","Epinephrine Hydrochloride","Nephron Sterile Compounding Center, LLC","PlasticSurgery",2,93,24,475,NA,"West Columbia","SC",-81.0739825,33.9934867,2014-07-15,"NA",5,"Compounding",618285,"Small"
"2333","Midazolam","Nephron Sterile Compounding Center, LLC","PlasticSurgery",9,93,24,475,NA,"West Columbia","SC",-81.0739825,33.9934867,2014-07-15,"NA",5,"Compounding",618285,"Small"
"2334","Labetalol Hydrochloride","New England Life Care LLC dba Advanced Compounding Solutions","PlasticSurgery",12,55,14,475,"Y","Woburn","MA",-71.1522765,42.4792618,2017-03-02,"NA",3,"Compounding",92720000,"Large"
"2335","Midazolam Hydrochloride","New England Life Care LLC dba Advanced Compounding Solutions","PlasticSurgery",7,55,14,475,NA,"Woburn","MA",-71.1522765,42.4792618,2017-03-02,"NA",3,"Compounding",92720000,"Large"
"2336","Norepinephrine Bitartrate","New England Life Care LLC dba Advanced Compounding Solutions","PlasticSurgery",14,55,14,475,NA,"Woburn","MA",-71.1522765,42.4792618,2017-03-02,"NA",3,"Compounding",92720000,"Large"
"2337","Fentanyl Citrate","OurPharma LLC","PlasticSurgery",20,2,1,475,NA,"Fayetteville","AR",-78.8783585,35.0526641,2019-03-15,"NA",10,"Compounding",2850000,"Medium"
"2338","Nitroglycerin","RAM Pharma, Inc.","PlasticSurgery",3,64,13,475,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"2339","Fentanyl Citrate","STAQ Pharma Inc","PlasticSurgery",20,11,4,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2340","Ketamine Hydrochloride","STAQ Pharma Inc","PlasticSurgery",14,11,4,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2341","Succinylcholine","SterRx","PlasticSurgery",1,20,5,475,NA,"Plattsburg","NY",-94.4480059,39.5655549,2015-05-29,"NA",32,"Compounding",11040000,"Medium"
"2342","Hydromorphone","US Compounding, Inc.","PlasticSurgery",4,87,16,475,NA,"Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"2343","Isopropyl Alcohol","US Compounding, Inc.","PlasticSurgery",5,87,16,475,NA,"Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"2344","Midazolam","US Compounding, Inc.","PlasticSurgery",9,87,16,475,NA,"Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"2345","Promethazine","US Compounding, Inc.","PlasticSurgery",1,87,16,475,NA,"Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"2346","Rocuronium Bromide","Wells Pharma of Houston","PlasticSurgery",13,35,10,475,NA,"Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"NA",112,"Compounding",1510000,"Medium"
"2347","Isoproterenol Hydrochloride","BPI Labs LLC","PlasticSurgery",6,4,1,475,NA,"Largo","FL",-82.7873244,27.9094665,2019-03-04,"NA",106,"Compounding",24200000,"Large"
"2348","Bupivacaine Hydrochloride","Denver Solutions, LLC dba Leiters Health","PlasticSurgery",11,65,16,475,NA,"Englewood","CO",-104.9877597,39.6477653,2017-03-24,"60000",8,"Compounding, Repackaging",2470000,"Medium"
"2349","Bupivacaine Hydrochloride","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","PlasticSurgery",11,57,14,475,NA,"Wichita","KS",-97.330053,37.6871761,2015-10-02,"50000",40,"Compounding, Speciality formulations",14410000,"Medium"
"2350","Cisatracurium Besylate","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","PlasticSurgery",2,57,14,475,NA,"Wichita","KS",-97.330053,37.6871761,2015-10-02,"50000",40,"Compounding, Speciality formulations",14410000,"Medium"
"2351","Ephedrine Sulfate","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","PlasticSurgery",21,57,14,475,"Y","Wichita","KS",-97.330053,37.6871761,2015-10-02,"50000",40,"Compounding, Speciality formulations",14410000,"Medium"
"2352","Hydromorphone Hydrochloride","KRS Global Biotechnology, Inc.","PlasticSurgery",18,87,17,475,NA,"Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"2353","Dexmedetomidine Hydrochloride","Pine Pharmaceuticals LLC","PlasticSurgery",3,84,14,475,NA,"Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"2354","Isopropyl Alcohol","Pine Pharmaceuticals LLC","PlasticSurgery",5,84,14,475,NA,"Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"2355","Norepinephrine Bitartrate","Pine Pharmaceuticals LLC","PlasticSurgery",14,84,14,475,NA,"Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"2356","Hydromorphone Hydrochloride","STAQ Pharma Inc","PlasticSurgery",18,11,4,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2357","Midazolam","STAQ Pharma Inc","PlasticSurgery",9,11,4,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2358","Midazolam","SterRx","PlasticSurgery",9,20,5,475,NA,"Plattsburg","NY",-94.4480059,39.5655549,2015-05-29,"NA",32,"Compounding",11040000,"Medium"
"2359","Fentanyl Citrate","US Compounding, Inc.","PlasticSurgery",20,87,16,475,NA,"Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"2360","Atropine","Wells Pharma of Houston","PlasticSurgery",2,35,10,475,NA,"Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"NA",112,"Compounding",1510000,"Medium"
"2361","Cefazolin","Wells Pharma of Houston","PlasticSurgery",2,35,10,475,NA,"Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"NA",112,"Compounding",1510000,"Medium"
"2362","Ephedrine Sulfate","Wells Pharma of Houston","PlasticSurgery",21,35,10,475,"Y","Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"NA",112,"Compounding",1510000,"Medium"
"2363","Esmolol Hydrochloride","Wells Pharma of Houston","PlasticSurgery",5,35,10,475,NA,"Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"NA",112,"Compounding",1510000,"Medium"
"2364","Fentanyl","Wells Pharma of Houston","PlasticSurgery",1,35,10,475,NA,"Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"NA",112,"Compounding",1510000,"Medium"
"2365","Glycopyrrolate","Wells Pharma of Houston","PlasticSurgery",19,35,10,475,NA,"Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"NA",112,"Compounding",1510000,"Medium"
"2366","Ketamine","Wells Pharma of Houston","PlasticSurgery",4,35,10,475,NA,"Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"NA",112,"Compounding",1510000,"Medium"
"2367","Midazolam","Wells Pharma of Houston","PlasticSurgery",9,35,10,475,NA,"Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"NA",112,"Compounding",1510000,"Medium"
"2368","Bupivacaine Hydrochloride Anhydrous","Wells Pharmacy, Inc","PlasticSurgery",2,27,2,475,NA,"Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"6000",30,"Compounding",4060000,"Medium"
"2369","Lidocaine; Benzocaine; Tetracaine","ASP Cares","PlasticSurgery",16,66,5,475,"Y","San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"2370","Lidocaine; Benzocaine; Tetracaine","Atlas Pharmaceuticals, LLC","PlasticSurgery",16,24,4,475,"Y","Phoenix","AZ",-112.0740373,33.4483771,2016-11-08,"3000",5,"Compounding",179398,"Small"
"2371","Lidocaine; Benzocaine; Tetracaine","Complete Pharmacy and Medical Solutions","PlasticSurgery",16,78,8,475,"Y","Miami Lakes","FL",-80.3086619,25.9087056,2014-06-06,"1500",10,"Compounding",1130000,"Small"
"2372","Lidocaine; Benzocaine; Tetracaine","Edge Pharmacy Services LLC","PlasticSurgery",16,106,22,475,"Y","Colchester","VT",0.891874,51.895927,2014-01-21,"5000",22,"Compounding, Hazardous, Clinical Trials, Training",7200000,"Medium"
"2373","Lidocaine; Benzocaine; Tetracaine","Empower Pharmacy","PlasticSurgery",16,67,5,475,"Y","Houston","TX",-95.3698028,29.7604267,2016-07-16,"10000",22,"Compounding",246315,"Small"
"2374","Lidocaine; Benzocaine; Tetracaine","KRS Global Biotechnology, Inc.","PlasticSurgery",16,87,17,475,"Y","Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"2375","Lidocaine; Benzocaine; Tetracaine","Pacifico National, Inc.  dba AmEx Pharmacy","PlasticSurgery",16,29,3,475,"Y","Melbourne","FL",144.9630576,-37.8136276,2015-09-21,"NA",19,"Compounding",6810000,"Medium"
"2376","Lidocaine; Benzocaine; Tetracaine","Pine Pharmaceuticals LLC","PlasticSurgery",16,84,14,475,"Y","Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"2377","Lidocaine; Benzocaine; Tetracaine","Premier Pharmacy Labs, Inc","PlasticSurgery",16,88,17,475,"Y","Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"2378","Lidocaine; Benzocaine; Tetracaine","RAM Pharma, Inc.","PlasticSurgery",16,64,13,475,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"2379","Lidocaine; Benzocaine; Tetracaine","RXQ Compounding, LLC","PlasticSurgery",16,119,19,475,"Y","Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"2380","Lidocaine; Benzocaine; Tetracaine","Sincerus Florida, LLC","PlasticSurgery",16,110,3,475,"Y","Pompano Beach","FL",-80.1247667,26.2378597,2016-03-10,"20000",30,"Compounding, Speciality formulations",3200000,"Medium"
"2381","Lidocaine; Benzocaine; Tetracaine","US Compounding, Inc.","PlasticSurgery",16,87,16,475,"Y","Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"2382","Lidocaine; Benzocaine; Tetracaine","Wells Pharmacy, Inc","PlasticSurgery",16,27,2,475,"Y","Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"6000",30,"Compounding",4060000,"Medium"
"2383","Lidocaine; Benzocaine; Tetracaine","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","PlasticSurgery",16,31,6,475,"Y","Irving","TX",-96.9488945,32.8140177,2019-07-03,"10000",13,"Compounding",2190000,"Small"
"2384","Lidocaine; Benzocaine; Tetracaine","AnazaoHealth Corporation","PlasticSurgery",16,40,1,475,"Y","Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"2385","Tetracaine Hydrochloride; Racepinephrine Hydrochloride; Lidocaine Hydrochloride","Edge Pharmacy Services LLC","PlasticSurgery",5,106,22,475,NA,"Colchester","VT",0.891874,51.895927,2014-01-21,"5000",22,"Compounding, Hazardous, Clinical Trials, Training",7200000,"Medium"
"2386","Tetracaine Hydrochloride; Racepinephrine Hydrochloride; Lidocaine Hydrochloride","KRS GLOBAL BIOTECHNOLOGY, INC.","PlasticSurgery",5,66,15,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387","Tetracaine Hydrochloride; Racepinephrine Hydrochloride; Lidocaine Hydrochloride","QuVa Pharma, Inc.","PlasticSurgery",5,85,22,475,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"2388","Tetracaine Hydrochloride; Racepinephrine Hydrochloride; Lidocaine Hydrochloride","SCA Pharmaceuticals, LLC","PlasticSurgery",5,96,25,475,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"2389","Tetracaine Hydrochloride; Racepinephrine Hydrochloride; Lidocaine Hydrochloride","US Compounding, Inc.","PlasticSurgery",5,87,16,475,NA,"Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"2390","Lidocaine; Prilocaine; Tetracaine","Edge Pharmacy Services LLC","PlasticSurgery",5,106,22,475,"Y","Colchester","VT",0.891874,51.895927,2014-01-21,"5000",22,"Compounding, Hazardous, Clinical Trials, Training",7200000,"Medium"
"2391","Lidocaine; Prilocaine; Tetracaine","KRS GLOBAL BIOTECHNOLOGY, INC.","PlasticSurgery",5,66,15,475,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
