"","Active Ingredients","Active Ingredients Info","Dosage","Facility","Facility UID","Package Description","NDC Package Code","Report Year"
"7303","Vancomycin Hydrochloride","1000 ug/.1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"7304","Aflibercept","2 mg/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2020-1"
"7305","Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".2 g/1 g; .06 g/1 g; .04 g/1 g","cream","RAM Pharma, Inc.","079866136","240 G in 1 Jar",NA,"2020-1"
"7306","Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".12 g/1 g; .04 g/1 g; .08 g/1 g","cream","RAM Pharma, Inc.","079866136","240 G in 1 Jar",NA,"2020-1"
"7307","Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".2 g/1 g; .06 g/1 g; .04 g/1 g","cream","RAM Pharma, Inc.","079866136","50 G in 1 Jar",NA,"2020-1"
"7308","Betamethasone Acetate; Betamethasone Sodium Phosphate","3 mg/1 mL; 3 mg/1 mL","injection, suspension","RAM Pharma, Inc.","079866136","2 Ml in 1 Vial, Glass",NA,"2020-1"
"7309","Bevacizumab","1.25 mg/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2020-1"
"7310","Brolucizumab","6 mg/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .025 Ml in 1 Syringe, Plastic",NA,"2020-1"
"7311","Brolucizumab","6 mg/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2020-1"
"7312","Cantharidin","7 mg/1 mL","solution","RAM Pharma, Inc.","079866136","7.5 Ml in 1 Bottle",NA,"2020-1"
"7313","Ceftazidime","2250 ug/.1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2020-1"
"7314","Dexamethasone Sodium Phosphate","400 ug/.1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2020-1"
"7315","Dexamethasone Sodium Phosphate","200 ug/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2020-1"
"7316","Dexamethasone Sodium Phosphate","400 ng/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2020-1"
"7317","Dexpanthenol","250 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","30 Ml in 1 Vial, Glass",NA,"2020-1"
"7318","Doxycycline Hyclate","20 ug/1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2020-1"
"7319","Dyclonine Hydrochloride","10 mg/1 mL","solution","RAM Pharma, Inc.","079866136","100 Ml in 1 Bottle, Plastic",NA,"2020-1"
"7320","Ephedrine Sulfate","5 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","5 Ml in 1 Syringe, Plastic",NA,"2020-1"
"7321","Epinephrine","10 ug/1 mL","injection, solution","RAM Pharma, Inc.","079866136","5 Ml in 1 Syringe, Plastic",NA,"2020-1"
"7322","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","40 mg/1 mL; 40 mg/1 mL","solution","RAM Pharma, Inc.","079866136","480 Ml in 1 Bottle, Plastic",NA,"2020-1"
"7323","Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.","079866136","50 G in 1 Jar",NA,"2020-1"
"7324","Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.","079866136","225 G in 1 Jar",NA,"2020-1"
"7325","Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.","079866136","35 G in 1 Jar",NA,"2020-1"
"7326","Lidocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","200 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.","079866136","35 G in 1 Jar",NA,"2020-1"
"7327","Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride","100 mg/1 g; 40 mg/1 g; 100 mg/1 g","gel","RAM Pharma, Inc.","079866136","100 G in 1 Jar",NA,"2020-1"
"7328","Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride","100 mg/1 g; 40 mg/1 g; 100 mg/1 g","gel","RAM Pharma, Inc.","079866136","50 G in 1 Jar",NA,"2020-1"
"7329","Lidocaine; Tetracaine",".23 g/1 g; .07 g/1 g","ointment","RAM Pharma, Inc.","079866136","120 G in 1 Jar",NA,"2020-1"
"7330","Methylcobalamin","5 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","30 Ml in 1 Vial, Glass",NA,"2020-1"
"7331","Neomycin Sulfate; Polymyxin B Sulfate; Dexamethasone","3.5 mg/1 g; 10000 U/1 g; 1 mg/1 g","ointment","RAM Pharma, Inc.","079866136",".1 G in 1 Syringe, Plastic",NA,"2020-1"
"7332","Nitroglycerin",".0625 g/1 g","ointment","RAM Pharma, Inc.","079866136","30 G in 1 Tube",NA,"2020-1"
"7333","Podophyllum Resin; Cantharidin; Salicylic Acid","50 mg/1 mL; 10 mg/1 mL; 300 mg/1 mL","solution","RAM Pharma, Inc.","079866136","2 Ml in 1 Bottle, Glass",NA,"2020-1"
"7334","Procaine Hydrochloride","20 mg/1 mL","injection, solution","RAM Pharma, Inc.","079866136","30 Ml in 1 Vial, Glass",NA,"2020-1"
"7335","Ranibizumab",".5 mg/.05 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2020-1"
"7336","Squaric Acid Dibutyl Ester","20 mg/1 mL","solution","RAM Pharma, Inc.","079866136","10 Ml in 1 Bottle",NA,"2020-1"
"7337","Tetracaine Hydrochloride","40 mg/1 mL","solution","RAM Pharma, Inc.","079866136","100 Ml in 1 Bottle, Plastic",NA,"2020-1"
"7338","Tetracaine Hydrochloride; Epinephrine Bitartrate; Lidocaine Hydrochloride","5 mg/1 g; .5 mg/1 g; .04 g/1 g","gel","RAM Pharma, Inc.","079866136","3 G in 1 Syringe, Plastic",NA,"2020-1"
"7339","Tetracaine Hydrochloride; Epinephrine Bitartrate; Lidocaine Hydrochloride","5 mg/1 g; .5 mg/1 g; .04 g/1 g","gel","RAM Pharma, Inc.","079866136","1 G in 1 Syringe, Plastic",NA,"2020-1"
"7340","Vancomycin Hydrochloride","1000 ug/.1 mL","injection, solution","RAM Pharma, Inc.","079866136","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2020-1"
"7341","Bevacizumab","1.25 mg/1.25 mg","solution","RC Outsourcing, LLC","079935629","1.25 Bag in 1 Syringe > 1.25 Syringe in 1 Bag > 1.25 Mg in 1 Syringe",NA,"2019-1"
"7342","Cefazolin","50 mg/50 mg","solution","RC Outsourcing, LLC","079935629","50 Bag in 1 Bottle, Plastic > 50 Bottle, Plastic in 1 Bag > 50 Mg in 1 Bottle, Plastic",NA,"2019-1"
"7343","Ceftazidime","2.25 mg/2.25 mg","solution","RC Outsourcing, LLC","079935629","2.25 Bag in 1 Syringe > 2.25 Syringe in 1 Bag > 2.25 Mg in 1 Syringe",NA,"2019-1"
"7344","Cefuroxime","1 mg/1 mg","solution","RC Outsourcing, LLC","079935629","1 Bag in 1 Syringe > 1 Syringe in 1 Bag > 1 Mg in 1 Syringe",NA,"2019-1"
"7345","Cefuroxime","1 mg/1 mg","solution","RC Outsourcing, LLC","079935629","1 Bag in 1 Vial, Glass > 1 Vial, Glass in 1 Bag > 1 Mg in 1 Vial, Glass",NA,"2019-1"
"7346","Cyclopentolate",".02 mg/.02 mg","solution","RC Outsourcing, LLC","079935629",".02 Bottle, Dropper in 1 Bottle, Dropper > .02 Bottle, Dropper in 1 Bottle, Dropper > .02 Mg in 1 Bottle, Dropper",NA,"2019-1"
"7347","Dexamethasone",".4 mg/.4 mg","solution","RC Outsourcing, LLC","079935629",".4 Bag in 1 Syringe > .4 Syringe in 1 Bag > .4 Mg in 1 Syringe",NA,"2019-1"
"7348","Lidocaine",".04 mg/.04 mg","solution","RC Outsourcing, LLC","079935629",".04 Bottle, Dropper in 1 Bottle, Dropper > .04 Bottle, Dropper in 1 Bottle, Dropper > .04 Mg in 1 Bottle, Dropper",NA,"2019-1"
"7349","Lidocaine",".01 mg/.01 mg","solution","RC Outsourcing, LLC","079935629",".01 Vial, Single-Dose in 1 Vial, Single-Dose > .01 Vial, Single-Dose in 1 Vial, Single-Dose > .01 Mg in 1 Vial, Single-Dose",NA,"2019-1"
"7350","Moxifloxacin","1.5 mg/1.5 mg","solution","RC Outsourcing, LLC","079935629","1.5 Syringe in 1 Syringe > 1.5 Syringe in 1 Syringe > 1.5 Mg in 1 Syringe",NA,"2019-1"
"7351","Phenylephrine","25 mg/25 mg","solution","RC Outsourcing, LLC","079935629","25 Bag in 1 Bottle, Dropper > 25 Bottle, Dropper in 1 Bag > 25 Mg in 1 Bottle, Dropper",NA,"2019-1"
"7352","Povidone-Iodine",".05 mg/.05 mg","solution","RC Outsourcing, LLC","079935629",".05 Bottle, Dropper in 1 Bottle, Dropper > .05 Bottle, Dropper in 1 Bottle, Dropper > .05 Mg in 1 Bottle, Dropper",NA,"2019-1"
"7353","Tobramycin","14 mg/14 mg","solution","RC Outsourcing, LLC","079935629","14 Bag in 1 Bottle, Dropper > 14 Bottle, Dropper in 1 Bag > 14 Mg in 1 Bottle, Dropper",NA,"2019-1"
"7354","Vancomycin","1 mg/1 mg","solution","RC Outsourcing, LLC","079935629","1 Bag in 1 Syringe > 1 Syringe in 1 Bag > 1 Mg in 1 Syringe",NA,"2019-1"
"7355","Bevacizumab","1.25 mg/1.25 mg","solution","RC Outsourcing, LLC","079935629","1.25 Bag in 1 Syringe > 1.25 Syringe in 1 Bag > 1.25 Mg in 1 Syringe",NA,"2019-2"
"7356","Ceftazidime","2.25 mg/2.25 mg","solution","RC Outsourcing, LLC","079935629","2.25 Bag in 1 Syringe > 2.25 Syringe in 1 Bag > 2.25 Mg in 1 Syringe",NA,"2019-2"
"7357","Cefuroxime","1 mg/1 mg","solution","RC Outsourcing, LLC","079935629","1 Bag in 1 Syringe > 1 Syringe in 1 Bag > 1 Mg in 1 Syringe",NA,"2019-2"
"7358","Povidone-Iodine",".05 mg/.05 mg","solution","RC Outsourcing, LLC","079935629",".05 Bottle, Dropper in 1 Bottle, Dropper > .05 Bottle, Dropper in 1 Bottle, Dropper > .05 Mg in 1 Bottle, Dropper",NA,"2019-2"
"7359","Vancomycin","1 mg/1 mg","solution","RC Outsourcing, LLC","079935629","1 Bag in 1 Syringe > 1 Syringe in 1 Bag > 1 Mg in 1 Syringe",NA,"2019-2"
"7360","Bevacizumab","1.25 mg/1.25 mg","solution","RC Outsourcing, LLC","079935629","1.25 Bag in 1 Syringe > 1.25 Syringe in 1 Bag > 1.25 Mg in 1 Syringe",NA,"2020-1"
"7361","Ceftazidime","2.25 mg/2.25 mg","solution","RC Outsourcing, LLC","079935629","2.25 Bag in 1 Syringe > 2.25 Syringe in 1 Bag > 2.25 Mg in 1 Syringe",NA,"2020-1"
"7362","Cefuroxime","1 mg/1 mg","solution","RC Outsourcing, LLC","079935629","1 Bag in 1 Syringe > 1 Syringe in 1 Bag > 1 Mg in 1 Syringe",NA,"2020-1"
"7363","Povidone-Iodine",".05 mg/.05 mg","solution","RC Outsourcing, LLC","079935629",".05 Bottle, Dropper in 1 Bottle, Dropper > .05 Bottle, Dropper in 1 Bottle, Dropper > .05 Mg in 1 Bottle, Dropper",NA,"2020-1"
"7364","Vancomycin","1 mg/1 mg","solution","RC Outsourcing, LLC","079935629","1 Bag in 1 Syringe > 1 Syringe in 1 Bag > 1 Mg in 1 Syringe",NA,"2020-1"
"7365","Bevacizumab","2.5 mg/2.5 mg","solution","RC Outsourcing, LLC","079935629","2.5 Bag in 1 Syringe > 2.5 Syringe in 1 Bag > 2.5 Mg in 1 Syringe",NA,"2020-2"
"7366","Bevacizumab","1.25 mg/1.25 mg","solution","RC Outsourcing, LLC","079935629","1.25 Bag in 1 Syringe > 1.25 Syringe in 1 Bag > 1.25 Mg in 1 Syringe",NA,"2020-2"
"7367","Bevacizumab","1.5 mg/1.5 mg","solution","RC Outsourcing, LLC","079935629","1.5 Bag in 1 Syringe > 1.5 Syringe in 1 Bag > 1.5 Mg in 1 Syringe",NA,"2020-2"
"7368","Ceftazidime","2.25 mg/2.25 mg","solution","RC Outsourcing, LLC","079935629","2.25 Bag in 1 Syringe > 2.25 Syringe in 1 Bag > 2.25 Mg in 1 Syringe",NA,"2020-2"
"7369","Cefuroxime","1 mg/1 mg","solution","RC Outsourcing, LLC","079935629","1 Bag in 1 Syringe > 1 Syringe in 1 Bag > 1 Mg in 1 Syringe",NA,"2020-2"
"7370","Povidone-Iodine",".05 mg/.05 mg","solution","RC Outsourcing, LLC","079935629",".05 Bottle, Dropper in 1 Bottle, Dropper > .05 Bottle, Dropper in 1 Bottle, Dropper > .05 Mg in 1 Bottle, Dropper",NA,"2020-2"
"7371","Vancomycin","1 mg/1 mg","solution","RC Outsourcing, LLC","079935629","1 Bag in 1 Syringe > 1 Syringe in 1 Bag > 1 Mg in 1 Syringe",NA,"2020-2"
"7372",".alpha.-Lipoic Acid","25 mg/25 mg","injection, solution","RXQ Compounding, LLC","079640811","750 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7373",".alpha.-Lipoic Acid","40 mg/40 mg","injection, solution","RXQ Compounding, LLC","079640811","1200 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7374","19-Nor-1.alpha.,25-Dihydroxyvitamin D3","100000 U/100000 U","injection, solution","RXQ Compounding, LLC","079640811","1000000 U in 1 Bottle, Unit-Dose",NA,"2019-1"
"7375","2,3-Dimercapto-1-Propanesulfonic Acid","50 mg/50 mg","injection, solution","RXQ Compounding, LLC","079640811","1 Mg in 1 Bottle, Glass",NA,"2019-1"
"7376","Ascorbic Acid","400 mg/400 mg","injection, solution","RXQ Compounding, LLC","079640811","26000 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7377","Ascorbic Acid","500 mg/500 mg","injection, solution","RXQ Compounding, LLC","079640811","25000 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7378","Atropine Sulfate",".4 mg/.4 mg","injection, solution","RXQ Compounding, LLC","079640811","1 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7379","Bevacizumab","25 mg/25 mg","injection, solution","RXQ Compounding, LLC","079640811","3.75 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7380","Bevacizumab","25 mg/25 mg","injection, solution","RXQ Compounding, LLC","079640811","3 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7381","Bevacizumab","25 mg/25 mg","injection, solution","RXQ Compounding, LLC","079640811","2.5 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7382","Biotin","1 mg/1 mg","injection, solution","RXQ Compounding, LLC","079640811","50 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7383","Bupivacaine Hydrochloride","1.25 mg/1.25 mg","injection, solution","RXQ Compounding, LLC","079640811","312.5 Mg in 1 Bag",NA,"2019-1"
"7384","Bupivacaine Hydrochloride; Fentanyl Citrate",".626 mg/.626 mg; .626 mg/.626 mg","injection, solution","RXQ Compounding, LLC","079640811","62.6 Mg in 1 Syringe",NA,"2019-1"
"7385","Butalbital","50 mg/50 mg","capsule","RXQ Compounding, LLC","079640811","50 Mg in 1 Capsule",NA,"2019-1"
"7386","Calcium Chloride","100 mg/100 mg","injection, solution","RXQ Compounding, LLC","079640811","1000 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7387","Calcium Gluconate","50 mg/50 mg","injection, solution","RXQ Compounding, LLC","079640811","1000 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7388","Calcium Gluconate; Zinc Sulfate Anhydrous; Magnesium Chloride Anhydrous","69 mg/69 mg; 69 mg/69 mg; 69 mg/69 mg","injection, solution","RXQ Compounding, LLC","079640811","1035 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7389","Choline Chloride; Inositol; Methionine","41.6 mg/41.6 mg; 41.6 mg/41.6 mg; 41.6 mg/41.6 mg","injection, solution","RXQ Compounding, LLC","079640811","3750 Mg in 1 Bottle, Glass",NA,"2019-1"
"7390","Copper Gluconate",".4 mg/.4 mg","injection, solution","RXQ Compounding, LLC","079640811","4 Mg in 1 Vial, Glass",NA,"2019-1"
"7391","Cyanocobalamin","1.2 mg/1.2 mg","injection, solution","RXQ Compounding, LLC","079640811","36 Mg in 1 Bottle, Glass",NA,"2019-1"
"7392","Cyanocobalamin; Choline Chloride; Inositol","33 mg/33 mg; 33 mg/33 mg; 33 mg/33 mg","injection, solution","RXQ Compounding, LLC","079640811","3030 Mg in 1 Bottle, Glass",NA,"2019-1"
"7393","Cyanocobalamin; Choline Chloride; Inositol; Pyridoxine Hydrochloride","25.25 mg/25.25 mg; 25.25 mg/25.25 mg; 25.25 mg/25.25 mg; 25.25 mg/25.25 mg","injection, solution","RXQ Compounding, LLC","079640811","3030 Mg in 1 Bottle, Glass",NA,"2019-1"
"7394","Dexpanthenol","250 mg/250 mg","injection, solution","RXQ Compounding, LLC","079640811","7500 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7395","Dextrose","500 mg/500 mg","injection, solution","RXQ Compounding, LLC","079640811","25000 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7396","Dextrose","500 mg/500 mg","injection, solution","RXQ Compounding, LLC","079640811","25000 Mg in 1 Vial, Single-Dose",NA,"2019-1"
"7397","Diazepam Hydrochloride","5 mg/5 mg","injection, solution","RXQ Compounding, LLC","079640811","10 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7398","Diphenhydramine Hydrochloride","100 mg/100 mg","injection, solution","RXQ Compounding, LLC","079640811","100 Mg in 1 Vial, Glass",NA,"2019-1"
"7399","Doxycycline Hydrochloride","50 mg/50 mg","suspension","RXQ Compounding, LLC","079640811","12000 Mg in 1 Bottle",NA,"2019-1"
"7400","Dyclonine Hydrochloride","10 mg/10 mg","solution","RXQ Compounding, LLC","079640811","1 Mg in 1 Bottle",NA,"2019-1"
"7401","Edetate Calcium Disodium","300 mg/300 mg","injection, solution","RXQ Compounding, LLC","079640811","1 Mg in 1 Bottle",NA,"2019-1"
"7402","Edetate Calcium Disodium","150 mg/150 mg","injection, solution","RXQ Compounding, LLC","079640811","15000 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7403","Edetate Calcium Disodium","300 mg/300 mg","injection, solution","RXQ Compounding, LLC","079640811","9000 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7404","Edetate Disodium","150 mg/150 mg","injection, solution","RXQ Compounding, LLC","079640811","4500 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7405","Edetate Disodium","300 mg/300 mg","injection, solution","RXQ Compounding, LLC","079640811","30000 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7406","Edetate Disodium","150 mg/150 mg","injection, solution","RXQ Compounding, LLC","079640811","15000 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7407","Ephedrine Sulfate","5 mg/5 mg","injection, solution","RXQ Compounding, LLC","079640811","25 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7408","Epinephrine",".01 mg/.01 mg","injection, solution","RXQ Compounding, LLC","079640811",".1 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7409","Epinephrine","1 mg/1 mg","injection, solution","RXQ Compounding, LLC","079640811","1 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7410","Epinephrine","4 mg/4 mg","injection, solution","RXQ Compounding, LLC","079640811","4 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7411","Epinephrine",".1 mg/.1 mg","injection, solution","RXQ Compounding, LLC","079640811","1 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7412","Epinephrine; Lidocaine Hydrochloride","5.005 mg/5.005 mg; 5.005 mg/5.005 mg","injection, solution","RXQ Compounding, LLC","079640811","250.25 Mg in 1 Bottle, Glass",NA,"2019-1"
"7413","Epinephrine; Lidocaine Hydrochloride","10.5 mg/10.5 mg; 10.5 mg/10.5 mg","injection, solution","RXQ Compounding, LLC","079640811","1050 Mg in 1 Bottle, Glass",NA,"2019-1"
"7414","Epinephrine; Lidocaine Hydrochloride",".5 mg/.5 mg; .5 mg/.5 mg","injection, solution","RXQ Compounding, LLC","079640811","1 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7415","Epinephrine; Lidocaine Hydrochloride Anhydrous","10 mg/10 mg; 10 mg/10 mg","injection, solution","RXQ Compounding, LLC","079640811","60 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7416","Epinephrine; Lidocaine Hydrochloride Anhydrous","10 mg/10 mg; 10 mg/10 mg","injection, solution","RXQ Compounding, LLC","079640811","600 Mg in 1 Bottle, Glass",NA,"2019-1"
"7417","Esmolol Hydrochloride","10 mg/10 mg","injection, solution","RXQ Compounding, LLC","079640811","100 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7418","Famotidine","10 mg/10 mg","suspension","RXQ Compounding, LLC","079640811","4800 Mg in 1 Container",NA,"2019-1"
"7419","Fentanyl Citrate",".05 mg/.05 mg","injection, solution","RXQ Compounding, LLC","079640811","2.75 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7420","Fentanyl Citrate",".05 mg/.05 mg","injection, solution","RXQ Compounding, LLC","079640811","1.25 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7421","Fentanyl Citrate",".05 mg/.05 mg","injection, solution","RXQ Compounding, LLC","079640811",".1 Mg in 1 Bottle, Glass",NA,"2019-1"
"7422","Fluoxetine Hydrochloride","5 mg/5 mg","capsule","RXQ Compounding, LLC","079640811","10 Mg in 1 Capsule",NA,"2019-1"
"7423","Flurbiprofen",".4 mg/.4 mg","solution","RXQ Compounding, LLC","079640811","4 Mg in 1 Bottle, Glass",NA,"2019-1"
"7424","Folic Acid","5 mg/5 mg","injection, solution","RXQ Compounding, LLC","079640811","50 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7425","Folic Acid","10 mg/10 mg","injection, solution","RXQ Compounding, LLC","079640811","50 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7426","Gabapentin","100 mg/100 mg","suspension","RXQ Compounding, LLC","079640811","24000 Mg in 1 Container",NA,"2019-1"
"7427","Gentamicin",".3 mg/.3 mg","injection, solution","RXQ Compounding, LLC","079640811","1.5 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7428","Glutathione","200 mg/200 mg","injection, solution","RXQ Compounding, LLC","079640811","6000 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7429","Glutathione","200 mg/200 mg","injection, solution","RXQ Compounding, LLC","079640811","2000 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7430","Glycerin","500 mg/500 mg","solution","RXQ Compounding, LLC","079640811","110000 Mg in 1 Container",NA,"2019-1"
"7431","Glycopyrrolate",".2 mg/.2 mg","injection, solution","RXQ Compounding, LLC","079640811","1 Mg in 1 Syringe",NA,"2019-1"
"7432","Human Chorionic Gonadotropin","50 U/50 U","injection, solution","RXQ Compounding, LLC","079640811","2500 U in 1 Bottle, Unit-Dose",NA,"2019-1"
"7433","Human Chorionic Gonadotropin","100 U/100 U","injection, solution","RXQ Compounding, LLC","079640811","500 U in 1 Bottle, Unit-Dose",NA,"2019-1"
"7434","Hyaluronic Acid","11 mg/11 mg","injection, solution","RXQ Compounding, LLC","079640811","22 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7435","Hyaluronidase","175 U/175 U","injection, solution","RXQ Compounding, LLC","079640811","175 U in 1 Bottle, Unit-Dose",NA,"2019-1"
"7436","Hydrocodone Bitartrate","10 mg/10 mg","capsule","RXQ Compounding, LLC","079640811","10 Mg in 1 Capsule",NA,"2019-1"
"7437","Hydrogen Peroxide","30 mg/30 mg","injection, solution","RXQ Compounding, LLC","079640811","900 Mg in 1 Bottle, Unit-Dose",NA,"2019-1"
"7438","Hydromorphone Hydrochloride",".2 mg/.2 mg","injection, solution","RXQ Compounding, LLC","079640811","11 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7439","Hydromorphone Hydrochloride","1 mg/1 mg","injection, solution","RXQ Compounding, LLC","079640811","25 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7440","Hydromorphone Hydrochloride","1 mg/1 mg","injection, solution","RXQ Compounding, LLC","079640811","30 Mg in 1 Syringe, Plastic",NA,"2019-1"
"7441","Hydromorphone Hydrochloride",".2 mg/.2 mg","injection, solution","RXQ Compounding, LLC","079640811","10 Mg in 1 Syringe, Plastic",NA,"2019-1"
