"","Active","Dosage","Facility","Segment","ActiveCount","ProductCount","FacilitySegmentCount","SegmentCount","ProducedByCP"
"3112","Arginine; Leucine; Tryptophan; Glycine; Isoleucine; Threonine; Methionine; Lysine; Valine; Phenylalanine; Histidine; Alanine; Proline; Serine; Tyrosine","injection","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3113","Arginine; Leucine; Tyrosine; Tryptophan; Glycine; Isoleucine; Threonine; Methionine; Lysine; Valine; Phenylalanine; Histidine; Alanine; Proline; Serine","injection","Complete Pharmacy and Medical Solutions","NA",1,149,71,742,NA
"3114","Ropivacaine Hydrochloride","injection, solution","Denver Solutions, LLC dba Leiters Health","NA",13,66,1,742,NA
"3115","Acetic Acid","solution","Edge Pharmacy Services LLC","NA",2,142,35,742,NA
"3116","Aluminum Chloride","solution","Edge Pharmacy Services LLC","NA",2,142,35,742,NA
"3117","Aminohippurate Sodium","injection, solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3118","Amphotericin B","solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3119","Benzoyl Peroxide","gel","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3120","Bevacizumab; Dexamethasone","injection, solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3121","Boric Acid","solution","Edge Pharmacy Services LLC","NA",3,142,35,742,NA
"3122","Cefuroxime; Carbachol","injection, solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3123","Cefuroxime; Carbachol; Dexamethasone Sodium Phosphate","injection, solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3124","Chloramphenicol; Sulfamethoxazole; Amphotericin B","capsule","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3125","Chloramphenicol; Sulfamethoxazole; Amphotericin B; Boric Acid","capsule","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3126","Dyclonine Hydrochloride","solution","Edge Pharmacy Services LLC","NA",4,142,35,742,"Y"
"3127","Folic Acid","injection, solution","Edge Pharmacy Services LLC","NA",3,142,35,742,NA
"3128","Glycolic Acid","solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3129","Hydrochloric Acid","solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3130","Hydrocortisone; Amphotericin B; Chloramphenicol; Sulfamethoxazole; Boric Acid","capsule","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3131","Hydrocortisone; Chloramphenicol; Amphotericin B","capsule","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3132","Hydrocortisone; Chloramphenicol; Sulfamethoxazole; Amphotericin B","capsule","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3133","Methocarbamol","injection, solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3134","Misoprostol","suppository","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3135","Mupirocin; Clotrimazole; Betamethasone Acetate","ointment","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3136","Phenylephrine Hydrochloride; Ciprofloxacin Hydrochloride; Cyclopentolate Hydrochloride","solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3137","Phenylephrine Hydrochloride; Lidocaine","solution","Edge Pharmacy Services LLC","NA",2,142,35,742,NA
"3138","Polymyxin B Sulfate; Neomycin Sulfate","irrigant","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3139","Potassium Iodide","solution","Edge Pharmacy Services LLC","NA",2,142,35,742,NA
"3140","Potassium Phosphate, Monobasic; Potassium Phosphate, Dibasic","injection, solution","Edge Pharmacy Services LLC","NA",3,142,35,742,NA
"3141","Pyridoxine Hydrochloride; Inositol; Choline Chloride; Cyanocobalamin; Methionine","injection, solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3142","Racepinephrine","injection, solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3143","Salicylic Acid","paste","Edge Pharmacy Services LLC","NA",2,142,35,742,NA
"3144","Sodium Hydroxide","injection, solution","Edge Pharmacy Services LLC","NA",2,142,35,742,NA
"3145","Tetracaine","capsule","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3146","Trichloroacetic Acid","solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3147","Tropicamide","solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3148","Verapamil Hydrochloride","injection, solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3149","Bevacizumab-Awwb","injection, solution","Edge Pharmacy Services LLC","NA",1,142,35,742,NA
"3150",".gamma.-Aminobutyric Acid","injection","Empower Pharmacy","NA",1,87,18,742,NA
"3151",".gamma.-Aminobutyric Acid; Magnesium Chloride Tetrahydrate; Taurine; Theanine","injection","Empower Pharmacy","NA",1,87,18,742,NA
"3152","1-Testosterone","pellet, implantable","Empower Pharmacy","NA",1,87,18,742,NA
"3153","Calcium Gluconate; Calcium Saccharate","injection","Empower Pharmacy","NA",2,87,18,742,NA
"3154","Coenzyme Q10, (2z)-","injection","Empower Pharmacy","NA",1,87,18,742,NA
"3155","Estradiol","pellet, implantable","Empower Pharmacy","NA",10,87,18,742,NA
"3156","Follicle Stimulating Hormone Beta Polypeptide","injection, powder, lyophilized, for solution","Empower Pharmacy","NA",1,87,18,742,NA
"3157","Growth Hormone Releasing Hexapeptide; Sermorelin Acetate; Pralmorelin","injection, powder, lyophilized, for solution","Empower Pharmacy","NA",1,87,18,742,NA
"3158","Human Chorionic Gonadotropin","injection, powder, lyophilized, for solution","Empower Pharmacy","NA",4,87,18,742,NA
"3159","Ipamorelin","injection, powder, lyophilized, for solution","Empower Pharmacy","NA",2,87,18,742,NA
"3160","Isoleucine, Dl-; Leucine, Dl-; Valine, Dl-","injection","Empower Pharmacy","NA",1,87,18,742,NA
"3161","Leucine, Dl-; Valine, Dl-; Isoleucine, Dl-","injection","Empower Pharmacy","NA",1,87,18,742,NA
"3162","Leuprolide Acetate","injection","Empower Pharmacy","NA",2,87,18,742,NA
"3163","Menotropins","injection, powder, lyophilized, for solution","Empower Pharmacy","NA",1,87,18,742,NA
"3164","Sermorelin Acetate","injection, powder, lyophilized, for solution","Empower Pharmacy","NA",2,87,18,742,NA
"3165","Sermorelin Acetate; Pralmorelin","injection, powder, lyophilized, for solution","Empower Pharmacy","NA",2,87,18,742,NA
"3166","Testosterone Enanthate; Testosterone Cypionate; Nandrolone Decanoate","injection","Empower Pharmacy","NA",1,87,18,742,NA
"3167","Testosterone Propionate; Testosterone Cypionate","injection","Empower Pharmacy","NA",2,87,18,742,NA
"3168","Erythromycin Lactobionate","injection, solution","Exela Pharma Sciences, LLC.","NA",1,10,1,742,NA
"3169","Estradiol","pellet, implantable","F. H. Investments. Inc. DBA Asteria Health","NA",10,3,2,742,NA
"3170","Hydroxychloroquine Sulfate","capsule, gelatin coated","F. H. Investments. Inc. DBA Asteria Health","NA",3,3,2,742,NA
"3171","Estradiol","pellet, implantable","FARMAKEIO OUTSOURCING LLC","NA",10,4,3,742,NA
"3172","Testosterone; Triamcinolone Acetonide","pellet, implantable","FARMAKEIO OUTSOURCING LLC","NA",1,4,3,742,NA
"3173","Triamcinolone Acetonide; Testosterone","pellet, implantable","FARMAKEIO OUTSOURCING LLC","NA",1,4,3,742,NA
"3174","Calcium Gluconate","injection","Fresenius Kabi Compounding, LLC","NA",12,14,3,742,NA
"3175","Ephedrine","injection","Fresenius Kabi Compounding, LLC","NA",1,14,3,742,NA
"3176","Ondansetron Hydrochloride","injection","Fresenius Kabi Compounding, LLC","NA",3,14,3,742,NA
"3177","Alprostadil","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",4,61,21,742,NA
"3178","Alprostadil; Papaverine Hydrochloride; Atropine Sulfate; Phentolamine Mesylate","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3179","Alprostadil; Papaverine Hydrochloride; Phentolamine Mesylate","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",2,61,21,742,NA
"3180","Bupivacaine","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3181","Clonidine Hydrochloride","injection","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3182","Dimethyl Sulfoxide; Lidocaine Hydrochloride","irrigant","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3183","Folic Acid","injection","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",3,61,21,742,NA
"3184","Hydroxyprogesterone Caproate","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3185","Lidocaine Hydrochloride; Hyaluronic Acid","injection","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3186","Methylprednisolone","injection, suspension","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3187","Methylprednisolone Acetate; Bupivacaine Hydrochloride","injection, suspension","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3188","Methylprednisolone; Bupivacaine Hydrochloride","injection, suspension","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3189","Papaverine Hydrochloride; Atropine Sulfate; Phentolamine Mesylate; Alprostadil","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3190","Papaverine Hydrochloride; Phentolamine","injection, suspension","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3191","Phentolamine Mesylate; Alprostadil; Atropine Sulfate; Papaverine Hydrochloride","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",2,61,21,742,NA
"3192","Testosterone; Progesterone","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",2,61,21,742,NA
"3193","Triamcinolone Acetonide; Bupivacaine Hydrochloride","injection, suspension","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3194","Zinc Chloride","injection","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",2,61,21,742,NA
"3195","Baclofen","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3196","Sodium Ascorbate; Ascorbic Acid","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3197","Triamcinolone","injection, suspension","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","NA",1,61,21,742,NA
"3198","Estriol","suppository","Hybrid Pharma","NA",5,46,3,742,NA
"3199","Estriol","capsule","Hybrid Pharma","NA",5,46,3,742,NA
"3200","Oxandrolone","capsule","Hybrid Pharma","NA",1,46,3,742,NA
"3201","Pregnenolone","capsule","Hybrid Pharma","NA",3,46,3,742,NA
"3202","Dexamethasone Sodium Phosphate; Moxifloxacin Hydrochloride","injection, solution","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3203","Hyaluronidase","solution","Imprimis NJOF, LLC","NA",3,49,20,742,NA
"3204","Midazolam; Ketamine Hydrochloride; Ondansetron Hydrochloride","gel","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3205","Moxifloxacin Hydrochloride; Triamcinolone Acetonide","suspension","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3206","Povidone","solution","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3207","Prednisolone Acetate","solution","Imprimis NJOF, LLC","NA",3,49,20,742,NA
"3208","Prednisolone Acetate; Bromfenac; Gatifloxacin","suspension","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3209","Prednisolone Acetate; Gatifloxacin","suspension","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3210","Prednisolone Acetate; Moxifloxacin Hydrochloride","suspension","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3211","Prednisolone Acetate; Moxifloxacin Hydrochloride; Nepafenac","suspension","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3212","Prednisolone Acetate; Nepafenac","suspension","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3213","Prednisolone Sodium Phosphate; Bromfenac","solution","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3214","Prednisolone Sodium Phosphate; Bromfenac; Gatifloxacin","suspension","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3215","Prednisolone Sodium Phosphate; Gatifloxacin","suspension","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3216","Bromfenac Sodium; Moxifloxacin Hydrochloride","solution/ drops","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3217","Bromfenac Sodium; Prednisolone Sodium Phosphate","solution/ drops","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3218","Bromfenac Sodium; Prednisolone Sodium Phosphate; Moxifloxacin Hydrochloride","solution/ drops","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3219","Hyaluronidase","injection, solution","Imprimis NJOF, LLC","NA",3,49,20,742,NA
"3220","Nepafenac; Prednisolone Acetate; Moxifloxacin Hydrochloride","suspension/ drops","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3221","Prednisolone Acetate","suspension/ drops","Imprimis NJOF, LLC","NA",3,49,20,742,NA
"3222","Prednisolone Acetate; Moxifloxacin Hydrochloride","suspension/ drops","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3223","Prednisolone Acetate; Nepafenac","suspension/ drops","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3224","Bromfenac Sodium; Prednisolone Sodium Phosphate","suspension/ drops","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3225","Bromfenac Sodium; Prednisolone Sodium Phosphate; Moxifloxacin Hydrochloride","suspension/ drops","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3226","Bromfenac Sodium; Prednisolone Acetate","suspension/ drops","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3227","Bromfenac Sodium; Prednisolone Acetate; Moxifloxacin Hydrochloride","suspension/ drops","Imprimis NJOF, LLC","NA",1,49,20,742,NA
"3228","7-Keto-Dehydroepiandrosterone","capsule","KRS Global Biotechnology, Inc.","NA",2,107,20,742,NA
"3229","Alprostadil; Atropine Sulfate; Papaverine Hydrochloride; Phentolamine Mesylate","injection, powder, lyophilized, for solution","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3230","Alprostadil; Papaverine Hydrochloride; Phentolamine Mesylate","injection, solution","KRS Global Biotechnology, Inc.","NA",2,107,20,742,NA
"3231","Alprostadil; Phentolamine Mesylate; Papaverine Hydrochloride","injection, powder, lyophilized, for solution","KRS Global Biotechnology, Inc.","NA",2,107,20,742,NA
"3232","Alprostadil; Phentolamine Mesylate; Papaverine Hydrochloride","injection, solution","KRS Global Biotechnology, Inc.","NA",2,107,20,742,NA
"3233","Chlorambucil","capsule","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3234","Chloramphenicol; Amphotericin B","powder","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3235","Cyclophosphamide","capsule","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3236","Dactinomycin","powder","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3237","Danazol","capsule","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3238","Fluorescein Sodium","injection","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3239","Hyaluronidase","injection, solution","KRS Global Biotechnology, Inc.","NA",3,107,20,742,NA
"3240","Lecithin, Soybean","injection, powder, for solution","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3241","Lomustine","capsule","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3242","Prasterone","capsule","KRS Global Biotechnology, Inc.","NA",2,107,20,742,NA
"3243","Progesterone; Estriol; Estradiol","cream","KRS Global Biotechnology, Inc.","NA",3,107,20,742,NA
"3244","Sermorelin","injection, powder, lyophilized, for solution","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3245","Sermorelin","tablet, orally disintegrating","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3246","Sermorelin","injection, solution","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3247","Sodium Tetradecyl Sulfate","injection, solution","KRS Global Biotechnology, Inc.","NA",2,107,20,742,NA
"3248","Sulfamethoxazole; Chloramphenicol; Amphotericin B","powder","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3249","Sulfamethoxazole; Chloramphenicol; Amphotericin B","capsule","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3250","Sulfamethoxazole; Chloramphenicol; Amphotericin B; Hydrocortisone","capsule","KRS Global Biotechnology, Inc.","NA",1,107,20,742,NA
"3251","Hydroxocobalamin Hydrochloride","injection, solution","KRS Global Biotechnology, Inc.","NA",2,107,20,742,NA
"3252","Prasterone","capsule, extended release","KRS Global Biotechnology, Inc.","NA",2,107,20,742,NA
"3253","Adenosine","solution","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",3,101,34,742,NA
"3254","Alprostadil","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",4,101,34,742,NA
"3255","Calcium Gluconate; Magnesium Chloride","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",1,101,34,742,NA
"3256","Carnitine; Thiamine Hydrochloride; Riboflavin 5'-Phosphate Sodium; Niacinamide; Pyridoxine Hydrochloride; Inositol; Choline Chloride; Chromic Chloride; Methionine; Cyanocobalamin","injection, powder, lyophilized, for solution","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",1,101,34,742,NA
"3257","Carnitine; Thiamine Hydrochloride; Riboflavin 5'-Phosphate Sodium; Niacinamide; Pyridoxine Hydrochloride; Inositol; Choline Chloride; Chromic Chloride; Methionine; Hydroxocobalamin Hydrochloride","injection, powder, lyophilized, for solution","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",1,101,34,742,NA
"3258","Chloramphenicol; Hydrocortisone; Amphotericin B","powder","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",1,101,34,742,NA
"3259","Clioquinol; Amphotericin B","powder","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",1,101,34,742,NA
"3260","Estradiol; Progesterone","cream","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",3,101,34,742,NA
"3261","Gentamicin; Sodium Citrate","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",1,101,34,742,NA
"3262","Gonadotrophin, Chorionic; Methylcobalamin","tablet, orally disintegrating","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",1,101,34,742,NA
"3263","Hydroxocobalamin Hydrochloride; Niacinamide; Carnitine; Pyridoxine Hydrochloride; Inositol; Choline Chloride; Riboflavin 5'-Phosphate Sodium; Thiamine Hydrochloride","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",1,101,34,742,NA
"3264","Methionine; Inositol; Choline Chloride; Cyanocobalamin","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",1,101,34,742,NA
"3265","Metoprolol Tartrate","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",1,101,34,742,NA
"3266","Nicotinamide-Adenine Dinucleotide Phosphate, Reduced","injection, powder, lyophilized, for solution","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",1,101,34,742,NA
"3267","Oxymetazoline Hydrochloride; Tetracaine Hydrochloride","solution","KRS GLOBAL BIOTECHNOLOGY, INC.","NA",1,101,34,742,NA
